obs_id,median_income_pred
id_002904,60655.89951287356
id_002905,58054.05015232519
id_002906,69104.00420466486
id_002907,67437.09652761373
id_002908,59839.32003755685
id_002909,53995.17996193807
id_002910,57462.08261337073
id_002911,66606.33075658862
id_002912,56188.561712586044
id_002913,65367.294501838696
id_002914,47310.11880832303
id_002915,30935.41539772151
id_002916,25711.646366308723
id_002917,34434.96264875325
id_002918,66470.87118277617
id_002919,33066.52308789693
id_002920,35537.896857267326
id_002921,42605.03429698347
id_002922,37230.316828245275
id_002923,68662.27335367711
id_002924,40325.58530591211
id_002925,43053.8918087823
id_002926,45166.64305943928
id_002927,42376.64898378029
id_002928,68757.9815282866
id_002929,70085.65705102004
id_002930,46478.392641327635
id_002931,44208.87929049742
id_002932,60424.72300639793
id_002933,53321.79370847285
id_002934,40275.5984248811
id_002935,42461.97322349909
id_002936,27364.782805290513
id_002937,48881.86042070415
id_002938,42287.407644755025
id_002939,48468.022216028075
id_002940,53208.72449761023
id_002941,59739.86089133117
id_002942,46038.13346586311
id_002943,43928.84798673224
id_002944,37728.77050800567
id_002945,50569.33521762023
id_002946,42737.1814286334
id_002947,25422.82647491895
id_002948,34659.66522253718
id_002949,56135.00793830027
id_002950,22005.187711008683
id_002951,50377.75162208569
id_002952,30387.65858886186
id_002953,76216.19184070897
id_002954,62685.2029339222
id_002955,62813.9460134107
id_002956,59135.71362048288
id_002957,72456.6223139314
id_002958,68215.71478519034
id_002959,63075.64763024355
id_002960,72558.82535925292
id_002961,65366.826393006675
id_002962,62854.034771253915
id_002963,34115.12511295109
id_002964,37845.972015906125
id_002965,42614.65155618258
id_002966,20130.739593622424
id_002967,48488.90834695172
id_002968,44350.244201264875
id_002969,46450.9643905288
id_002970,49088.88477122549
id_002971,50103.34010581793
id_002972,40012.5448156504
id_002973,19588.65399873436
id_002974,29881.809352292803
id_002975,33066.78591305616
id_002976,50077.19713752149
id_002977,44632.83422781139
id_002978,21598.785787336717
id_002979,51762.39071234775
id_002980,41769.49119901384
id_002981,35700.69259156959
id_002982,37947.04681651178
id_002983,16553.604974678685
id_002984,31722.20056990754
id_002985,20168.17824112003
id_002986,43195.148806755555
id_002987,49336.49333514336
id_002988,41008.5637432459
id_002989,43550.719999165
id_002990,45123.10289393817
id_002991,56490.69586203725
id_002992,48467.28678582998
id_002993,48398.485915132835
id_002994,43332.720565978176
id_002995,30613.613423147337
id_002996,54611.09662938655
id_002997,41480.564805869566
id_002998,37546.48334354039
id_002999,36442.10236750284
id_003000,40428.018844610684
id_003001,43802.14958319864
id_003002,39341.085600152226
id_003003,30111.04812516534
id_003004,49271.10930975885
id_003005,40185.924823272406
id_003006,54352.01688282063
id_003007,44814.340307801394
id_003008,68478.96951884433
id_003009,67318.88417054906
id_003010,44102.13872757839
id_003011,38130.87296051981
id_003012,33801.09358794211
id_003013,41598.050193571806
id_003014,33332.56308473502
id_003015,38180.11573310839
id_003016,43458.34514378862
id_003017,48338.041159493485
id_003018,53708.89018235187
id_003019,61401.20303566283
id_003020,47864.79388245459
id_003021,49368.547141910356
id_003022,50043.79564071073
id_003023,31342.633954220135
id_003024,30784.443094849747
id_003025,35587.51314987706
id_003026,53674.89563961059
id_003027,25742.7578687307
id_003028,31448.37823437795
id_003029,31622.61941428685
id_003030,28933.56087885183
id_003031,26478.462053057985
id_003032,39579.75417457927
id_003033,28277.07776174089
id_003034,27119.50625792179
id_003035,53036.14267857031
id_003036,40638.65422583429
id_003037,41038.04417440194
id_003038,29387.992497217016
id_003039,44140.87735849391
id_003040,55385.6165430047
id_003041,38850.88738979595
id_003042,60435.7055399764
id_003043,55866.703653099736
id_003044,47931.97105881962
id_003045,83169.02096354378
id_003046,41319.90646911392
id_003047,31831.089356629454
id_003048,29183.40409833582
id_003049,42696.17078227652
id_003050,47840.484851995374
id_003051,40741.98220517893
id_003052,81493.42061014585
id_003053,40572.20227745409
id_003054,85727.25428447574
id_003055,30711.070291872373
id_003056,29287.353735513865
id_003057,35821.85970176443
id_003058,39174.16100602008
id_003059,53515.75263620195
id_003060,90305.47766285298
id_003061,63403.29945641528
id_003062,37507.76964077799
id_003063,43130.579660235
id_003064,44742.74122239714
id_003065,37837.39992017682
id_003066,49667.70935047632
id_003067,41170.384688160535
id_003068,40188.50626478927
id_003069,27925.18702446343
id_003070,31233.826639480743
id_003071,32694.501472270866
id_003072,28747.810863185525
id_003073,31994.782284126188
id_003074,28788.95143733386
id_003075,31424.76474354798
id_003076,37425.56129254481
id_003077,51232.39657524323
id_003078,42354.786607327624
id_003079,158130.71002399208
id_003080,139134.07651994165
id_003081,76603.17430462802
id_003082,96611.17290552173
id_003083,71130.51470756096
id_003084,61817.34074023002
id_003085,41668.61656613499
id_003086,59713.99022075817
id_003087,63046.65581937778
id_003088,38162.34790942029
id_003089,57663.14647304702
id_003090,76345.09015481122
id_003091,36488.04475235038
id_003092,27621.91570044765
id_003093,40725.29006835753
id_003094,29299.466390059275
id_003095,59888.353277312846
id_003096,33569.06066668628
id_003097,35081.472269828046
id_003098,28806.02316455284
id_003099,18177.352898608522
id_003100,22032.38155564016
id_003101,35426.794136683144
id_003102,24418.895730815453
id_003103,24687.974064570328
id_003104,16009.016143187593
id_003105,54068.214936806246
id_003106,59840.01971762574
id_003107,36583.23369786065
id_003108,38405.5472506154
id_003109,54327.38805627464
id_003110,63200.372612029154
id_003111,60277.43300830944
id_003112,74718.47547435232
id_003113,85577.42103994745
id_003114,59694.44118275759
id_003115,67588.645328523
id_003116,73705.01919791754
id_003117,62346.278420126706
id_003118,149522.41897252286
id_003119,172940.67319568683
id_003120,136690.67713417852
id_003121,173459.82201523823
id_003122,132857.14658645386
id_003123,147552.3226922386
id_003124,148215.7996098204
id_003125,52299.09121101506
id_003126,73649.71268831217
id_003127,101372.13675148781
id_003128,183872.72454513845
id_003129,64669.94114499139
id_003130,54058.80942339456
id_003131,28862.608219177913
id_003132,32226.249356748347
id_003133,27329.33480847262
id_003134,37727.8836384781
id_003135,47958.3908739066
id_003136,41891.351183670355
id_003137,42591.063028119854
id_003138,31699.446690959656
id_003139,41088.23806181989
id_003140,21727.925828504394
id_003141,52810.599563949756
id_003142,34707.0082160054
id_003143,29200.01009989279
id_003144,36818.933605613674
id_003145,57274.944237479416
id_003146,43896.17401474454
id_003147,47368.40860152699
id_003148,47182.81164993689
id_003149,82422.67512568041
id_003150,80455.86908376114
id_003151,73635.40082694564
id_003152,46435.35139212656
id_003153,35853.0255740194
id_003154,51659.17188061611
id_003155,35189.77298162826
id_003156,60883.08507638106
id_003157,36356.80529118421
id_003158,23174.757028147927
id_003159,46520.13451855173
id_003160,71747.29677234571
id_003161,64544.80624432798
id_003162,91607.26428350888
id_003163,124044.32543667532
id_003164,109023.92802024397
id_003165,49523.39572336788
id_003166,70130.96944173264
id_003167,27245.41497843546
id_003168,39746.10378866527
id_003169,33157.1113074089
id_003170,37427.1160607736
id_003171,26534.31999809378
id_003172,24092.89013761565
id_003173,45191.275093978205
id_003174,35446.35448210084
id_003175,48293.31066487536
id_003176,36523.33602844823
id_003177,39356.61076247019
id_003178,28184.92469293136
id_003179,34485.880017758
id_003180,38505.03794810167
id_003181,58474.70974535263
id_003182,98962.38077518191
id_003183,99382.69562468308
id_003184,43764.4982842574
id_003185,48143.759094139794
id_003186,37180.798566556594
id_003187,63560.18993798897
id_003188,21533.4540371187
id_003189,112052.64019577326
id_003190,84462.58723380904
id_003191,85954.14079144092
id_003192,81908.41643762992
id_003193,104451.38787458044
id_003194,152888.72022359018
id_003195,153977.9806505208
id_003196,134746.8720871182
id_003197,142726.32893595367
id_003198,145988.05491122362
id_003199,125954.45152061814
id_003200,78577.96672348923
id_003201,114493.47449795603
id_003202,100589.94248485753
id_003203,54365.61463035431
id_003204,60877.632457578235
id_003205,67996.18380819839
id_003206,52383.166874975104
id_003207,44253.92210417143
id_003208,47912.53559924469
id_003209,33456.004358852326
id_003210,21655.71098384774
id_003211,29424.222280747443
id_003212,68704.61175694846
id_003213,43372.7621364187
id_003214,65721.24429622809
id_003215,61794.038996622214
id_003216,60772.22565516466
id_003217,42093.72481807254
id_003218,71299.53372720053
id_003219,28739.185549715607
id_003220,58117.81867499393
id_003221,156255.8118540019
id_003222,57843.20501460105
id_003223,81679.53964849982
id_003224,41170.18961907223
id_003225,42913.93028381333
id_003226,72182.05208479603
id_003227,77221.03077389309
id_003228,84881.84307344098
id_003229,57055.144329548675
id_003230,221220.6714507634
id_003231,182214.17073002266
id_003232,100832.4718940312
id_003233,60774.53767010389
id_003234,62766.65094592115
id_003235,40944.81703270127
id_003236,67904.62663402055
id_003237,87160.26959388593
id_003238,68874.78635423115
id_003239,62506.17425953875
id_003240,85971.15809458408
id_003241,87901.8099224308
id_003242,91803.9383049494
id_003243,123814.40164395561
id_003244,70451.2051399886
id_003245,65588.89940606027
id_003246,70517.76017244584
id_003247,62742.47616016334
id_003248,124700.1134814793
id_003249,107241.30030114816
id_003250,122416.85547714314
id_003251,90022.04018692023
id_003252,103601.86430652149
id_003253,64026.7886761527
id_003254,103677.54421298993
id_003255,97878.68226617006
id_003256,76023.28515788887
id_003257,58197.07665844455
id_003258,58948.681395259955
id_003259,51757.07563387624
id_003260,53896.88825506186
id_003261,99540.36547856755
id_003262,62641.053034569966
id_003263,75935.76623463839
id_003264,56215.89957132659
id_003265,63556.814116856454
id_003266,61989.877861867935
id_003267,58724.12511391155
id_003268,89329.06261266829
id_003269,82505.50158160676
id_003270,69920.42798981817
id_003271,66993.19358693308
id_003272,50618.18133595886
id_003273,43897.50471745051
id_003274,52420.60481689241
id_003275,66902.89878040967
id_003276,86998.57903210857
id_003277,82072.25271602071
id_003278,60801.88099559024
id_003279,58615.440884635
id_003280,52027.07225445349
id_003281,35473.05479580463
id_003282,41041.59741718367
id_003283,106419.48689179409
id_003284,154666.72730741813
id_003285,51571.17640676988
id_003286,85822.31900714115
id_003287,55843.73247039216
id_003288,53725.69438352299
id_003289,43158.50213214013
id_003290,42492.5830374961
id_003291,61569.71757555845
id_003292,70246.98183524523
id_003293,70172.61117636884
id_003294,81999.78290076678
id_003295,80338.1885356906
id_003296,67763.07641506942
id_003297,43546.615272553165
id_003298,50724.133944029454
id_003299,69979.55807520812
id_003300,115555.26693825774
id_003301,51332.28075126048
id_003302,53281.98033226308
id_003303,50022.04703101706
id_003304,67760.09579792107
id_003305,56005.08842838035
id_003306,57192.52772085262
id_003307,59417.97407899676
id_003308,104837.75312875601
id_003309,64094.831269229246
id_003310,67709.09904381532
id_003311,56457.721481160595
id_003312,66834.07944058396
id_003313,46166.1004390754
id_003314,66761.2402202376
id_003315,44146.24090768301
id_003316,44410.11241639322
id_003317,80065.0300205303
id_003318,54258.90726913376
id_003319,74707.6936345746
id_003320,84487.37765955478
id_003321,68062.0805136218
id_003322,71258.2473041249
id_003323,62723.69532322609
id_003324,73224.01717485298
id_003325,73693.46839833277
id_003326,68290.99370674673
id_003327,61324.14457443109
id_003328,65522.02729693117
id_003329,87152.66102552132
id_003330,100769.53251294125
id_003331,89972.26467875102
id_003332,52476.45521136595
id_003333,60321.81061583303
id_003334,69579.27232941138
id_003335,162731.88478905518
id_003336,108560.07686819843
id_003337,97178.3403003582
id_003338,119677.73333431719
id_003339,72112.1959718261
id_003340,89930.62330954167
id_003341,105402.54716990862
id_003342,122264.85032355336
id_003343,103706.44347892162
id_003344,103791.3197782101
id_003345,109176.08861961393
id_003346,123059.1083884943
id_003347,137544.32777314814
id_003348,125961.31249107543
id_003349,91323.90592365192
id_003350,103566.34597026261
id_003351,144361.91842376607
id_003352,91530.96125752042
id_003353,84072.57671689152
id_003354,78698.05782598928
id_003355,93174.17654682598
id_003356,102823.05667570619
id_003357,62426.314276727404
id_003358,100735.13852394291
id_003359,115340.07875123117
id_003360,73677.58504616542
id_003361,80835.76279190394
id_003362,166191.7559584232
id_003363,144408.70252777459
id_003364,146513.82452820442
id_003365,79976.05498374626
id_003366,67417.46061285668
id_003367,90810.56554571832
id_003368,80556.21064305208
id_003369,108701.6082766955
id_003370,69440.25880707776
id_003371,106693.2753228176
id_003372,90362.83805512883
id_003373,104901.0620381929
id_003374,83602.67093123344
id_003375,80764.89250416924
id_003376,145430.58998894232
id_003377,216953.8933110003
id_003378,118805.71568562347
id_003379,162257.40683384036
id_003380,211769.40784359307
id_003381,147129.6295863303
id_003382,98022.18467365175
id_003383,132171.91473564538
id_003384,95096.93779495852
id_003385,87885.63139103222
id_003386,94723.48788617115
id_003387,73020.90984649117
id_003388,78732.67599698892
id_003389,71516.57087967415
id_003390,91138.27870247778
id_003391,96074.38972834455
id_003392,126837.75260444418
id_003393,135726.36949585789
id_003394,94071.29383469812
id_003395,104694.87922298505
id_003396,86675.22164667213
id_003397,101400.14729910165
id_003398,141094.2832715978
id_003399,120461.73679882538
id_003400,134635.03473005453
id_003401,124252.27406631452
id_003402,122448.7706818499
id_003403,117425.98774316093
id_003404,147733.78704583863
id_003405,77056.90696046106
id_003406,168471.11058241656
id_003407,99141.55006484057
id_003408,118897.2145384286
id_003409,96125.5707718849
id_003410,118646.4576771291
id_003411,150794.74168832894
id_003412,108394.95845845729
id_003413,84948.34189341775
id_003414,188623.68563698768
id_003415,154410.1724803114
id_003416,133515.6320421576
id_003417,142082.23610096297
id_003418,85518.3885207504
id_003419,116959.21246946645
id_003420,109353.95996309265
id_003421,90654.30680864121
id_003422,105166.22650431692
id_003423,58841.19429653153
id_003424,84461.192724397
id_003425,73851.9776631121
id_003426,104935.42278337837
id_003427,132744.9463183397
id_003428,76466.44043659058
id_003429,123198.9136841535
id_003430,86972.66615942842
id_003431,96418.94969836685
id_003432,132629.39765313192
id_003433,99091.5367892969
id_003434,142749.88918789997
id_003435,127395.38913925798
id_003436,47923.138135678084
id_003437,76319.92610818813
id_003438,37255.1082778076
id_003439,40951.78147616558
id_003440,36111.63293785487
id_003441,38332.73891744681
id_003442,54719.92112365918
id_003443,71960.52821079451
id_003444,44435.210290837626
id_003445,17975.47268672658
id_003446,61424.523453407724
id_003447,23430.81367582831
id_003448,19762.708338231692
id_003449,44872.70420307879
id_003450,49401.63492622783
id_003451,90960.78002689366
id_003452,44266.899080464784
id_003453,69189.68911822957
id_003454,30904.65544282276
id_003455,27948.754333575438
id_003456,23942.391907698053
id_003457,26927.699427308427
id_003458,80019.97492765181
id_003459,69817.21814031071
id_003460,65012.58775154353
id_003461,39097.426659725956
id_003462,43072.85337072617
id_003463,49384.06712706859
id_003464,36879.4044926927
id_003465,49676.36704189559
id_003466,43317.79178027144
id_003467,39866.6536679025
id_003468,42250.52478317349
id_003469,38222.25028896855
id_003470,34152.82177939381
id_003471,41618.231762033225
id_003472,51171.84130886588
id_003473,44769.97084936995
id_003474,45395.30936004411
id_003475,23121.19665009456
id_003476,35582.924748481724
id_003477,27303.607853571215
id_003478,36937.65747182782
id_003479,54695.41280309328
id_003480,38138.4228325916
id_003481,45308.13214351792
id_003482,41897.924148835446
id_003483,57004.28570527104
id_003484,40708.711380781526
id_003485,50084.60600049141
id_003486,36981.31242700949
id_003487,48251.89553784651
id_003488,51240.09100365429
id_003489,82905.57949009392
id_003490,69620.7288800694
id_003491,82394.84309722908
id_003492,90563.88389107502
id_003493,96258.30181603994
id_003494,87642.01422352096
id_003495,73693.48590875955
id_003496,94069.76043806109
id_003497,96805.55801226257
id_003498,96598.01170522792
id_003499,66939.85479994754
id_003500,89690.01413500459
id_003501,89913.23932039777
id_003502,82710.67565640938
id_003503,77924.90949973559
id_003504,125905.44969632059
id_003505,121206.39225238537
id_003506,41538.181675051484
id_003507,60995.931769768344
id_003508,45604.98319131128
id_003509,59488.18850536317
id_003510,61900.91688798804
id_003511,41958.0968317017
id_003512,41420.80833775701
id_003513,32983.45417409969
id_003514,51212.29965884548
id_003515,46471.346343134974
id_003516,61434.836948026605
id_003517,105053.22271751688
id_003518,66632.12191271214
id_003519,45338.49053168517
id_003520,46185.388131225256
id_003521,32787.517186140896
id_003522,44379.486176281025
id_003523,63578.59055263508
id_003524,80566.16322195256
id_003525,66107.93368241201
id_003526,64740.90056907519
id_003527,84828.89024788683
id_003528,59079.66562431567
id_003529,52628.54380579333
id_003530,41226.83339612537
id_003531,34330.01451045233
id_003532,47050.89439608733
id_003533,77699.96566544051
id_003534,40238.6276359649
id_003535,68928.58922335616
id_003536,63928.62946114511
id_003537,60971.73829371545
id_003538,64014.40859543224
id_003539,120800.15413554556
id_003540,85869.9372451788
id_003541,86769.59479631661
id_003542,111115.15676756488
id_003543,96854.38990105904
id_003544,59928.219149877186
id_003545,93158.78357209472
id_003546,89770.5018837314
id_003547,70524.24130523772
id_003548,66316.87955577885
id_003549,78981.85286588916
id_003550,94513.76792357274
id_003551,52289.051463422475
id_003552,30804.962988455747
id_003553,75221.62543828055
id_003554,70908.02816216496
id_003555,74783.92007702954
id_003556,63254.17310141105
id_003557,69829.9248874384
id_003558,76103.41519483263
id_003559,84907.77569808585
id_003560,68236.52078497117
id_003561,69846.54275090706
id_003562,117786.06576926648
id_003563,127822.59234493446
id_003564,74642.57300908756
id_003565,39301.31949052526
id_003566,39239.0501318271
id_003567,65646.22925132539
id_003568,36779.37843717006
id_003569,94899.5035544308
id_003570,66986.01770715836
id_003571,126129.70653793815
id_003572,47625.99973892582
id_003573,98617.65732210864
id_003574,102561.75382241378
id_003575,91352.78039714765
id_003576,93205.31835148518
id_003577,122865.1150180641
id_003578,132003.0662207824
id_003579,62301.927608681275
id_003580,63451.27189365809
id_003581,82834.86192474556
id_003582,113008.79568495152
id_003583,97833.35374688743
id_003584,86192.6253439105
id_003585,102034.58634169096
id_003586,119247.1932600847
id_003587,112052.88865082628
id_003588,127646.50401067921
id_003589,102988.88291301802
id_003590,121894.92878929304
id_003591,128862.01624354343
id_003592,115099.42562813294
id_003593,110054.90623447216
id_003594,166290.08540039696
id_003595,133798.1410430626
id_003596,154418.26637665532
id_003597,140464.06736200914
id_003598,115640.41693046677
id_003599,113998.00736060504
id_003600,148607.4372823133
id_003601,159725.0155825779
id_003602,173549.63571723943
id_003603,136251.04546940138
id_003604,127604.93698848679
id_003605,183069.2077463952
id_003606,147710.84908960847
id_003607,168985.63403327644
id_003608,98618.284639039
id_003609,110559.07135092375
id_003610,46233.18712392873
id_003611,47884.87106272416
id_003612,63203.416707436656
id_003613,148386.59582857127
id_003614,148715.3702673911
id_003615,168355.41924494965
id_003616,115611.86440167208
id_003617,112357.32488210828
id_003618,179468.98509543113
id_003619,162416.5175512233
id_003620,184597.35497228222
id_003621,180551.90930899206
id_003622,87595.83989990684
id_003623,93180.28747433296
id_003624,92666.59839388728
id_003625,89499.9584462404
id_003626,94985.77981161441
id_003627,175215.39343941424
id_003628,156063.4380443411
id_003629,156450.43205003964
id_003630,96354.45663363382
id_003631,204657.94883880386
id_003632,161515.6027365696
id_003633,93414.8402723493
id_003634,100613.2249599478
id_003635,159574.44819406155
id_003636,109297.6437713838
id_003637,133561.74046241498
id_003638,88331.97379545699
id_003639,108754.94565798069
id_003640,81229.47883195906
id_003641,61606.05384233334
id_003642,64246.15780504595
id_003643,72998.4686847948
id_003644,80624.42343985259
id_003645,116424.4456891409
id_003646,91081.3654724509
id_003647,87510.90790354785
id_003648,116464.50476144698
id_003649,90691.65938542059
id_003650,108869.81696894007
id_003651,64885.3654022455
id_003652,66940.55622205361
id_003653,62009.91378545077
id_003654,67430.16148683148
id_003655,53099.12619622732
id_003656,36663.787307242514
id_003657,65097.98149486568
id_003658,56123.34552710487
id_003659,49320.35310507216
id_003660,49081.91840185461
id_003661,45633.605401691464
id_003662,48205.47064655448
id_003663,40208.96162717199
id_003664,36160.63959030446
id_003665,55302.960683593716
id_003666,75744.6566211058
id_003667,64075.43243860229
id_003668,55612.37991682241
id_003669,42293.14803610835
id_003670,49721.14189405132
id_003671,39511.88253400982
id_003672,29054.127314516096
id_003673,33754.572633712385
id_003674,78218.01023822336
id_003675,35590.96601325511
id_003676,74154.30685047871
id_003677,47165.833462027345
id_003678,32654.01121819301
id_003679,61770.949391757145
id_003680,106082.88393405962
id_003681,126496.7076518854
id_003682,107811.03074324751
id_003683,52169.849555050045
id_003684,69179.70265185712
id_003685,90711.59752816893
id_003686,78399.36646228969
id_003687,46219.964187263926
id_003688,112649.79721219801
id_003689,103698.46886961385
id_003690,126366.39803420355
id_003691,133871.87125633762
id_003692,73951.10091368723
id_003693,127082.25907630866
id_003694,28281.48336867379
id_003695,35846.38184755566
id_003696,25375.791938617458
id_003697,56411.628197335085
id_003698,50114.03290049198
id_003699,39244.40256711941
id_003700,27627.762843119755
id_003701,51160.649726746546
id_003702,39816.37866553647
id_003703,30280.130724387862
id_003704,56144.67214983992
id_003705,38257.84834823943
id_003706,90048.04577622192
id_003707,57716.6866346754
id_003708,67979.63538658654
id_003709,87852.00955593896
id_003710,59563.16304688084
id_003711,62032.67452582499
id_003712,112047.73641995744
id_003713,94315.97264936853
id_003714,125738.27527589948
id_003715,119802.70771735333
id_003716,146594.3384122657
id_003717,84698.45681327788
id_003718,73516.07370766212
id_003719,84211.81484575194
id_003720,106811.25638230244
id_003721,88630.87363509966
id_003722,69024.61435741305
id_003723,51289.19183726915
id_003724,84858.78013227198
id_003725,79031.88281342837
id_003726,43045.08444011145
id_003727,56124.11785738418
id_003728,55254.42568132772
id_003729,67143.13818377971
id_003730,39424.524530099414
id_003731,50497.0630404435
id_003732,78504.86836663345
id_003733,63370.376948981095
id_003734,69006.33279130678
id_003735,47715.72240591145
id_003736,66091.76931817121
id_003737,51214.69389267287
id_003738,38839.347681159896
id_003739,148938.3481237744
id_003740,114730.53034425083
id_003741,73435.92132663689
id_003742,40166.500076512035
id_003743,10671.653543980565
id_003744,18908.144834020623
id_003745,24198.21968484768
id_003746,25107.40788007021
id_003747,19319.50902231826
id_003748,24742.589646316246
id_003749,14541.139039256814
id_003750,28414.32952290472
id_003751,22202.692959364518
id_003752,26595.983032019798
id_003753,24198.855581703127
id_003754,24264.638193192757
id_003755,28067.687342043373
id_003756,27193.442785834937
id_003757,24370.268298908617
id_003758,26897.202024816117
id_003759,26540.970541460498
id_003760,25708.75763396788
id_003761,17226.84060109226
id_003762,18231.155423997858
id_003763,89948.11378873269
id_003764,49145.54263145228
id_003765,34275.694193641866
id_003766,73670.0731955784
id_003767,71181.30052426025
id_003768,69789.97677329129
id_003769,24823.727874646596
id_003770,37395.633188687825
id_003771,53304.640069942085
id_003772,48928.37700789922
id_003773,45432.14028718545
id_003774,24605.40777106606
id_003775,35682.70033515279
id_003776,34494.66024313515
id_003777,27200.450889607448
id_003778,24643.14946564906
id_003779,21685.1203841595
id_003780,23451.008371983313
id_003781,24639.2718611378
id_003782,35432.948260063094
id_003783,34439.551843676425
id_003784,32169.355538360523
id_003785,22618.18321693934
id_003786,20899.861248838548
id_003787,44474.74239807041
id_003788,35551.058853959614
id_003789,37881.16185436423
id_003790,35221.05946814608
id_003791,26257.88684278208
id_003792,51984.13048079054
id_003793,37964.27186134575
id_003794,41703.721613846974
id_003795,40716.853659990426
id_003796,33672.79987220694
id_003797,32937.745210535715
id_003798,35418.8233887584
id_003799,30996.384228267525
id_003800,24203.26319965449
id_003801,38020.59868653836
id_003802,50737.82939567182
id_003803,33168.239369266594
id_003804,34888.50080930633
id_003805,70020.69385109971
id_003806,58120.248921914725
id_003807,32086.465765202367
id_003808,35764.99394520846
id_003809,57263.75428172829
id_003810,42452.06607389046
id_003811,64951.058194550715
id_003812,32045.615801158994
id_003813,49566.96254887837
id_003814,40773.723766627765
id_003815,43769.079885433144
id_003816,34776.38827651935
id_003817,55992.95242061551
id_003818,92153.29910820529
id_003819,50119.71718786925
id_003820,71650.68725916605
id_003821,47027.63300200902
id_003822,62407.1552747445
id_003823,70087.89043748978
id_003824,69855.66852281998
id_003825,70876.03846473264
id_003826,103321.79763138869
id_003827,84579.988214595
id_003828,81168.6788858409
id_003829,36609.289179378524
id_003830,85348.53399201107
id_003831,53001.20967118604
id_003832,53368.869324067884
id_003833,54815.95081282125
id_003834,63079.60781456909
id_003835,37142.08469386694
id_003836,27646.441370482597
id_003837,69217.29724335257
id_003838,51319.63489564831
id_003839,80219.16825786543
id_003840,34272.911299107436
id_003841,34300.57414335924
id_003842,25051.82590277558
id_003843,24113.36501479475
id_003844,30436.526520638152
id_003845,32776.30249469003
id_003846,49453.90269143174
id_003847,35767.53936098688
id_003848,31828.998679580287
id_003849,26658.720238169015
id_003850,37057.28231643486
id_003851,33475.785511417125
id_003852,33712.37697638645
id_003853,34408.71894266537
id_003854,29891.915711198315
id_003855,35333.306979444926
id_003856,21773.577710232195
id_003857,64448.605640210684
id_003858,61170.41654454306
id_003859,55730.557487070764
id_003860,30213.195888230835
id_003861,46480.576500185634
id_003862,83771.2777060767
id_003863,98020.55358359271
id_003864,106705.6689946353
id_003865,85797.3008582271
id_003866,113794.13535916472
id_003867,66239.34594630855
id_003868,55807.61457128762
id_003869,90538.09040997375
id_003870,95929.70080559327
id_003871,75180.41031978349
id_003872,92669.59557348574
id_003873,71476.29800355155
id_003874,114694.58141204267
id_003875,95127.71414504215
id_003876,122475.02020848301
id_003877,116809.43198084384
id_003878,113665.75068361073
id_003879,82473.86578885376
id_003880,37313.91174753196
id_003881,80742.10745864022
id_003882,71509.03642692075
id_003883,26017.08287977875
id_003884,28868.70586050657
id_003885,38000.14514144385
id_003886,82660.10601624276
id_003887,80826.64687117445
id_003888,49121.78313371266
id_003889,48337.53490051734
id_003890,80018.44125406638
id_003891,52470.25543907534
id_003892,79389.76468108452
id_003893,81637.32252444827
id_003894,91171.41032153435
id_003895,91828.42201705504
id_003896,95101.64001514812
id_003897,90280.69214321692
id_003898,80206.28768610263
id_003899,119830.9721126017
id_003900,47708.8157632282
id_003901,49503.2514035629
id_003902,31244.929415087205
id_003903,38049.18647903354
id_003904,65561.63572924495
id_003905,76864.53382307215
id_003906,57368.157374765215
id_003907,73606.54524843325
id_003908,64865.54205997135
id_003909,28602.635396186583
id_003910,25526.23922367688
id_003911,28837.337433062326
id_003912,48736.89473493534
id_003913,40975.19947986927
id_003914,54566.110714427494
id_003915,36177.486944496144
id_003916,35703.08563423159
id_003917,35672.66931063308
id_003918,49680.20993121794
id_003919,54654.199159640404
id_003920,33367.02741854521
id_003921,62462.42534728842
id_003922,48830.30389604889
id_003923,41855.99819105278
id_003924,39755.34468264065
id_003925,42795.03958088911
id_003926,33447.715244523984
id_003927,44454.23420196866
id_003928,45618.04348937503
id_003929,24511.583537529303
id_003930,53798.951844565396
id_003931,49562.69196573941
id_003932,49690.90563360519
id_003933,29503.334197642165
id_003934,28543.443798418783
id_003935,23759.58680528623
id_003936,33374.63888180242
id_003937,37616.69971686711
id_003938,31584.213982440684
id_003939,34377.26973532061
id_003940,26057.62964393704
id_003941,42528.30168251043
id_003942,42578.823592181136
id_003943,35986.18970680004
id_003944,27692.14228175497
id_003945,40492.40384852123
id_003946,59576.036681986196
id_003947,63260.47142548662
id_003948,49419.122362176466
id_003949,24095.83396031691
id_003950,37174.751326811536
id_003951,35755.48211150684
id_003952,32503.679217707464
id_003953,33351.047381190714
id_003954,47487.78543347647
id_003955,52730.07213336324
id_003956,49089.93715615076
id_003957,44425.05870333527
id_003958,57889.60153233055
id_003959,61890.437945133905
id_003960,46343.07623115695
id_003961,40698.26115567344
id_003962,35221.66611608549
id_003963,49095.592122865186
id_003964,49288.55746617649
id_003965,43194.33331842575
id_003966,47159.358314540106
id_003967,38932.18575415497
id_003968,30894.1023163215
id_003969,28611.56264209894
id_003970,30506.589801802835
id_003971,30761.796593830455
id_003972,66604.46113898553
id_003973,27000.520460542986
id_003974,47823.510253103814
id_003975,63124.04779400187
id_003976,35061.70847764413
id_003977,70144.06203514923
id_003978,35244.36818146908
id_003979,76365.51298683172
