obs_id,crime_type_pred
id_006907,10
id_006908,3
id_006909,1
id_006910,4
id_006911,8
id_006912,8
id_006913,6
id_006914,8
id_006915,1
id_006916,5
id_006917,3
id_006918,3
id_006919,4
id_006920,1
id_006921,1
id_006922,10
id_006923,5
id_006924,12
id_006925,6
id_006926,8
id_006927,11
id_006928,8
id_006929,7
id_006930,6
id_006931,7
id_006932,1
id_006933,8
id_006934,6
id_006935,3
id_006936,5
id_006937,1
id_006938,8
id_006939,5
id_006940,1
id_006941,3
id_006942,1
id_006943,10
id_006944,1
id_006945,3
id_006946,8
id_006947,5
id_006948,10
id_006949,10
id_006950,8
id_006951,10
id_006952,8
id_006953,6
id_006954,3
id_006955,9
id_006956,6
id_006957,1
id_006958,8
id_006959,5
id_006960,7
id_006961,12
id_006962,8
id_006963,5
id_006964,1
id_006965,8
id_006966,10
id_006967,10
id_006968,12
id_006969,10
id_006970,10
id_006971,4
id_006972,10
id_006973,3
id_006974,5
id_006975,1
id_006976,10
id_006977,8
id_006978,2
id_006979,1
id_006980,10
id_006981,10
id_006982,10
id_006983,8
id_006984,9
id_006985,6
id_006986,10
id_006987,3
id_006988,1
id_006989,10
id_006990,11
id_006991,8
id_006992,8
id_006993,10
id_006994,10
id_006995,6
id_006996,12
id_006997,10
id_006998,8
id_006999,1
id_007000,12
id_007001,10
id_007002,10
id_007003,12
id_007004,10
id_007005,8
id_007006,3
id_007007,10
id_007008,3
id_007009,1
id_007010,10
id_007011,1
id_007012,1
id_007013,4
id_007014,6
id_007015,10
id_007016,10
id_007017,8
id_007018,10
id_007019,6
id_007020,12
id_007021,10
id_007022,1
id_007023,10
id_007024,10
id_007025,8
id_007026,6
id_007027,11
id_007028,8
id_007029,2
id_007030,9
id_007031,4
id_007032,1
id_007033,1
id_007034,1
id_007035,10
id_007036,10
id_007037,7
id_007038,6
id_007039,8
id_007040,3
id_007041,10
id_007042,5
id_007043,10
id_007044,8
id_007045,10
id_007046,10
id_007047,1
id_007048,11
id_007049,1
id_007050,8
id_007051,8
id_007052,6
id_007053,8
id_007054,5
id_007055,6
id_007056,12
id_007057,1
id_007058,1
id_007059,8
id_007060,5
id_007061,10
id_007062,3
id_007063,3
id_007064,11
id_007065,6
id_007066,8
id_007067,6
id_007068,10
id_007069,8
id_007070,12
id_007071,4
id_007072,5
id_007073,10
id_007074,6
id_007075,6
id_007076,10
id_007077,3
id_007078,3
id_007079,1
id_007080,3
id_007081,5
id_007082,3
id_007083,3
id_007084,1
id_007085,4
id_007086,8
id_007087,10
id_007088,1
id_007089,8
id_007090,3
id_007091,1
id_007092,3
id_007093,3
id_007094,10
id_007095,10
id_007096,7
id_007097,8
id_007098,5
id_007099,11
id_007100,8
id_007101,11
id_007102,9
id_007103,1
id_007104,3
id_007105,3
id_007106,9
id_007107,1
id_007108,10
id_007109,4
id_007110,3
id_007111,3
id_007112,9
id_007113,9
id_007114,3
id_007115,11
id_007116,5
id_007117,6
id_007118,1
id_007119,4
id_007120,3
id_007121,1
id_007122,6
id_007123,10
id_007124,8
id_007125,8
id_007126,2
id_007127,1
id_007128,3
id_007129,12
id_007130,6
id_007131,3
id_007132,10
id_007133,5
id_007134,10
id_007135,10
id_007136,8
id_007137,10
id_007138,1
id_007139,11
id_007140,8
id_007141,6
id_007142,11
id_007143,4
id_007144,8
id_007145,6
id_007146,8
id_007147,8
id_007148,10
id_007149,8
id_007150,3
id_007151,4
id_007152,10
id_007153,8
id_007154,1
id_007155,9
id_007156,3
id_007157,10
id_007158,3
id_007159,3
id_007160,7
id_007161,12
id_007162,5
id_007163,8
id_007164,1
id_007165,1
id_007166,12
id_007167,4
id_007168,8
id_007169,10
id_007170,10
id_007171,4
id_007172,10
id_007173,11
id_007174,9
id_007175,10
id_007176,9
id_007177,8
id_007178,4
id_007179,5
id_007180,8
id_007181,10
id_007182,5
id_007183,6
id_007184,8
id_007185,1
id_007186,5
id_007187,1
id_007188,10
id_007189,9
id_007190,12
id_007191,5
id_007192,1
id_007193,3
id_007194,9
id_007195,10
id_007196,5
id_007197,6
id_007198,8
id_007199,8
id_007200,10
id_007201,9
id_007202,10
id_007203,3
id_007204,1
id_007205,12
id_007206,3
id_007207,5
id_007208,5
id_007209,8
id_007210,8
id_007211,8
id_007212,1
id_007213,3
id_007214,1
id_007215,8
id_007216,10
id_007217,1
id_007218,5
id_007219,10
id_007220,1
id_007221,6
id_007222,8
id_007223,6
id_007224,8
id_007225,5
id_007226,11
id_007227,10
id_007228,12
id_007229,6
id_007230,6
id_007231,3
id_007232,3
id_007233,6
id_007234,10
id_007235,1
id_007236,12
id_007237,1
id_007238,1
id_007239,10
id_007240,10
id_007241,10
id_007242,1
id_007243,10
id_007244,3
id_007245,5
id_007246,3
id_007247,10
id_007248,11
id_007249,6
id_007250,3
id_007251,5
id_007252,8
id_007253,10
id_007254,10
id_007255,3
id_007256,5
id_007257,10
id_007258,4
id_007259,10
id_007260,6
id_007261,8
id_007262,7
id_007263,1
id_007264,8
id_007265,8
id_007266,6
id_007267,5
id_007268,5
id_007269,10
id_007270,5
id_007271,3
id_007272,10
id_007273,10
id_007274,8
id_007275,3
id_007276,8
id_007277,1
id_007278,1
id_007279,6
id_007280,8
id_007281,12
id_007282,8
id_007283,11
id_007284,10
id_007285,10
id_007286,4
id_007287,11
id_007288,6
id_007289,12
id_007290,12
id_007291,6
id_007292,3
id_007293,6
id_007294,5
id_007295,9
id_007296,6
id_007297,11
id_007298,10
id_007299,8
id_007300,5
id_007301,10
id_007302,3
id_007303,8
id_007304,10
id_007305,1
id_007306,8
id_007307,5
id_007308,1
id_007309,3
id_007310,2
id_007311,3
id_007312,11
id_007313,8
id_007314,6
id_007315,1
id_007316,12
id_007317,8
id_007318,5
id_007319,7
id_007320,2
id_007321,6
id_007322,6
id_007323,11
id_007324,8
id_007325,8
id_007326,6
id_007327,1
id_007328,8
id_007329,1
id_007330,3
id_007331,8
id_007332,1
id_007333,12
id_007334,3
id_007335,8
id_007336,10
id_007337,3
id_007338,6
id_007339,1
id_007340,5
id_007341,10
id_007342,6
id_007343,5
id_007344,10
id_007345,10
id_007346,11
id_007347,10
id_007348,6
id_007349,10
id_007350,11
id_007351,11
id_007352,10
id_007353,10
id_007354,12
id_007355,3
id_007356,5
id_007357,6
id_007358,8
id_007359,8
id_007360,9
id_007361,6
id_007362,3
id_007363,11
id_007364,12
id_007365,8
id_007366,9
id_007367,6
id_007368,10
id_007369,7
id_007370,11
id_007371,1
id_007372,10
id_007373,6
id_007374,1
id_007375,8
id_007376,10
id_007377,8
id_007378,8
id_007379,3
id_007380,10
id_007381,8
id_007382,11
id_007383,1
id_007384,10
id_007385,10
id_007386,2
id_007387,6
id_007388,12
id_007389,8
id_007390,12
id_007391,10
id_007392,10
id_007393,6
id_007394,4
id_007395,8
id_007396,8
id_007397,1
id_007398,8
id_007399,8
id_007400,8
id_007401,10
id_007402,3
id_007403,4
id_007404,4
id_007405,7
id_007406,10
id_007407,10
id_007408,10
id_007409,10
id_007410,4
id_007411,3
id_007412,3
id_007413,10
id_007414,1
id_007415,9
id_007416,5
id_007417,3
id_007418,1
id_007419,6
id_007420,1
id_007421,4
id_007422,11
id_007423,4
id_007424,10
id_007425,10
id_007426,12
id_007427,8
id_007428,5
id_007429,1
id_007430,6
id_007431,3
id_007432,4
id_007433,8
id_007434,10
id_007435,9
id_007436,8
id_007437,1
id_007438,6
id_007439,5
id_007440,11
id_007441,6
id_007442,5
id_007443,1
id_007444,8
id_007445,1
id_007446,5
id_007447,10
id_007448,3
id_007449,12
id_007450,8
id_007451,12
id_007452,10
id_007453,6
id_007454,11
id_007455,3
id_007456,6
id_007457,1
id_007458,8
id_007459,1
id_007460,11
id_007461,8
id_007462,10
id_007463,6
id_007464,8
id_007465,8
id_007466,8
id_007467,4
id_007468,4
id_007469,9
id_007470,1
id_007471,11
id_007472,10
id_007473,9
id_007474,1
id_007475,5
id_007476,12
id_007477,10
id_007478,3
id_007479,1
id_007480,12
id_007481,10
id_007482,6
id_007483,10
id_007484,1
id_007485,6
id_007486,10
id_007487,4
id_007488,10
id_007489,4
id_007490,2
id_007491,3
id_007492,6
id_007493,10
id_007494,5
id_007495,10
id_007496,1
id_007497,10
id_007498,6
id_007499,6
id_007500,8
id_007501,9
id_007502,1
id_007503,11
id_007504,3
id_007505,1
id_007506,3
id_007507,3
id_007508,5
id_007509,4
id_007510,8
id_007511,1
id_007512,10
id_007513,4
id_007514,10
id_007515,6
id_007516,10
id_007517,1
id_007518,12
id_007519,10
id_007520,10
id_007521,7
id_007522,12
id_007523,6
id_007524,8
id_007525,3
id_007526,10
id_007527,8
id_007528,9
id_007529,7
id_007530,8
id_007531,10
id_007532,6
id_007533,1
id_007534,1
id_007535,11
id_007536,10
id_007537,12
id_007538,5
id_007539,10
id_007540,3
id_007541,6
id_007542,3
id_007543,9
id_007544,6
id_007545,1
id_007546,8
id_007547,4
id_007548,1
id_007549,4
id_007550,3
id_007551,1
id_007552,6
id_007553,12
id_007554,10
id_007555,2
id_007556,1
id_007557,7
id_007558,12
id_007559,12
id_007560,3
id_007561,6
id_007562,8
id_007563,6
id_007564,8
id_007565,10
id_007566,11
id_007567,8
id_007568,10
id_007569,5
id_007570,6
id_007571,10
id_007572,11
id_007573,4
id_007574,12
id_007575,10
id_007576,1
id_007577,6
id_007578,5
id_007579,6
id_007580,6
id_007581,8
id_007582,6
id_007583,5
id_007584,1
id_007585,2
id_007586,10
id_007587,11
id_007588,3
id_007589,7
id_007590,9
id_007591,7
id_007592,8
id_007593,5
id_007594,5
id_007595,5
id_007596,5
id_007597,5
id_007598,1
id_007599,8
id_007600,1
id_007601,9
id_007602,3
id_007603,4
id_007604,8
id_007605,11
id_007606,3
id_007607,1
id_007608,6
id_007609,10
id_007610,6
id_007611,8
id_007612,4
id_007613,8
id_007614,12
id_007615,10
id_007616,6
id_007617,10
id_007618,12
id_007619,11
id_007620,4
id_007621,4
id_007622,6
id_007623,8
id_007624,5
id_007625,6
id_007626,10
id_007627,10
id_007628,1
id_007629,1
id_007630,8
id_007631,5
id_007632,5
id_007633,3
id_007634,12
id_007635,5
id_007636,3
id_007637,4
id_007638,1
id_007639,10
id_007640,10
id_007641,3
id_007642,5
id_007643,10
id_007644,1
id_007645,10
id_007646,1
id_007647,3
id_007648,7
id_007649,10
id_007650,8
id_007651,8
id_007652,11
id_007653,7
id_007654,6
id_007655,8
id_007656,3
id_007657,2
id_007658,10
id_007659,3
id_007660,5
id_007661,1
id_007662,3
id_007663,10
id_007664,11
id_007665,3
id_007666,11
id_007667,9
id_007668,6
id_007669,8
id_007670,11
id_007671,10
id_007672,12
id_007673,10
id_007674,4
id_007675,12
id_007676,10
id_007677,10
id_007678,9
id_007679,10
id_007680,8
id_007681,8
id_007682,1
id_007683,6
id_007684,10
id_007685,6
id_007686,11
id_007687,3
id_007688,10
id_007689,11
id_007690,1
id_007691,5
id_007692,1
id_007693,11
id_007694,10
id_007695,3
id_007696,1
id_007697,10
id_007698,12
id_007699,8
id_007700,1
id_007701,6
id_007702,3
id_007703,3
id_007704,8
id_007705,1
id_007706,4
id_007707,3
id_007708,10
id_007709,12
id_007710,1
id_007711,8
id_007712,11
id_007713,9
id_007714,3
id_007715,8
id_007716,8
id_007717,1
id_007718,10
id_007719,8
id_007720,5
id_007721,4
id_007722,11
id_007723,1
id_007724,11
id_007725,10
id_007726,5
id_007727,8
id_007728,7
id_007729,7
id_007730,6
id_007731,6
id_007732,10
id_007733,2
id_007734,5
id_007735,5
id_007736,1
id_007737,10
id_007738,6
id_007739,10
id_007740,8
id_007741,5
id_007742,5
id_007743,9
id_007744,10
id_007745,12
id_007746,5
id_007747,6
id_007748,6
id_007749,5
id_007750,10
id_007751,5
id_007752,11
id_007753,1
id_007754,11
id_007755,6
id_007756,8
id_007757,11
id_007758,9
id_007759,1
id_007760,5
id_007761,10
id_007762,4
id_007763,1
id_007764,1
id_007765,6
id_007766,8
id_007767,11
id_007768,9
id_007769,5
id_007770,3
id_007771,5
id_007772,11
id_007773,6
id_007774,10
id_007775,1
id_007776,1
id_007777,1
id_007778,1
id_007779,1
id_007780,4
id_007781,10
id_007782,6
id_007783,12
id_007784,12
id_007785,1
id_007786,3
id_007787,5
id_007788,3
id_007789,3
id_007790,3
id_007791,6
id_007792,2
id_007793,10
id_007794,10
id_007795,5
id_007796,3
id_007797,7
id_007798,1
id_007799,11
id_007800,4
id_007801,1
id_007802,8
id_007803,5
id_007804,3
id_007805,5
id_007806,5
id_007807,11
id_007808,10
id_007809,7
id_007810,8
id_007811,10
id_007812,10
id_007813,6
id_007814,1
id_007815,8
id_007816,5
id_007817,10
id_007818,8
id_007819,6
id_007820,10
id_007821,6
id_007822,3
id_007823,10
id_007824,10
id_007825,3
id_007826,6
id_007827,11
id_007828,8
id_007829,4
id_007830,3
id_007831,8
id_007832,6
id_007833,5
id_007834,1
id_007835,5
id_007836,8
id_007837,9
id_007838,10
id_007839,7
id_007840,6
id_007841,8
id_007842,4
id_007843,8
id_007844,5
id_007845,10
id_007846,8
id_007847,5
id_007848,6
id_007849,6
id_007850,10
id_007851,10
id_007852,9
id_007853,8
id_007854,12
id_007855,10
id_007856,10
id_007857,8
id_007858,12
id_007859,5
id_007860,6
id_007861,6
id_007862,4
id_007863,3
id_007864,10
id_007865,1
id_007866,10
id_007867,5
id_007868,5
id_007869,10
id_007870,6
id_007871,4
id_007872,7
id_007873,1
id_007874,1
id_007875,10
id_007876,1
id_007877,8
id_007878,3
id_007879,10
id_007880,8
id_007881,10
id_007882,6
id_007883,11
id_007884,6
id_007885,8
id_007886,8
id_007887,6
id_007888,8
id_007889,3
id_007890,6
id_007891,8
id_007892,8
id_007893,1
id_007894,10
id_007895,6
id_007896,3
id_007897,8
id_007898,4
id_007899,8
id_007900,8
id_007901,9
id_007902,9
id_007903,10
id_007904,10
id_007905,3
id_007906,10
id_007907,3
id_007908,8
id_007909,6
id_007910,6
id_007911,10
id_007912,5
id_007913,10
id_007914,8
id_007915,1
id_007916,10
id_007917,8
id_007918,5
id_007919,10
id_007920,10
id_007921,1
id_007922,1
id_007923,10
id_007924,12
id_007925,11
id_007926,3
id_007927,9
id_007928,4
id_007929,6
id_007930,10
id_007931,6
id_007932,8
id_007933,1
id_007934,10
id_007935,5
id_007936,5
id_007937,12
id_007938,3
id_007939,11
id_007940,8
id_007941,2
id_007942,9
id_007943,11
id_007944,3
id_007945,10
id_007946,4
id_007947,3
id_007948,10
id_007949,3
id_007950,12
id_007951,10
id_007952,3
id_007953,1
id_007954,8
id_007955,3
id_007956,5
id_007957,8
id_007958,1
id_007959,8
id_007960,1
id_007961,10
id_007962,11
id_007963,8
id_007964,3
id_007965,8
id_007966,6
id_007967,11
id_007968,6
id_007969,5
id_007970,8
id_007971,6
id_007972,11
id_007973,8
id_007974,2
id_007975,10
id_007976,3
id_007977,1
id_007978,8
id_007979,9
id_007980,1
id_007981,6
id_007982,3
id_007983,10
id_007984,10
id_007985,10
id_007986,3
id_007987,1
id_007988,5
id_007989,10
id_007990,3
id_007991,10
id_007992,5
id_007993,11
id_007994,3
id_007995,1
id_007996,1
id_007997,1
id_007998,6
id_007999,4
id_008000,5
id_008001,1
id_008002,4
id_008003,3
id_008004,8
id_008005,1
id_008006,2
id_008007,9
id_008008,8
id_008009,1
id_008010,1
id_008011,9
id_008012,10
id_008013,10
id_008014,4
id_008015,8
id_008016,8
id_008017,6
id_008018,10
id_008019,1
id_008020,3
id_008021,3
id_008022,8
id_008023,8
id_008024,9
id_008025,9
id_008026,1
id_008027,12
id_008028,1
id_008029,1
id_008030,8
id_008031,8
id_008032,10
id_008033,3
id_008034,2
id_008035,1
id_008036,1
id_008037,1
id_008038,4
id_008039,8
id_008040,8
id_008041,6
id_008042,6
id_008043,8
id_008044,8
id_008045,4
id_008046,8
id_008047,8
id_008048,1
id_008049,3
id_008050,8
id_008051,6
id_008052,1
id_008053,6
id_008054,8
id_008055,6
id_008056,8
id_008057,1
id_008058,3
id_008059,10
id_008060,10
id_008061,1
id_008062,8
id_008063,3
id_008064,10
id_008065,10
id_008066,3
id_008067,1
id_008068,3
id_008069,4
id_008070,8
id_008071,8
id_008072,8
id_008073,10
id_008074,10
id_008075,11
id_008076,5
id_008077,8
id_008078,7
id_008079,11
id_008080,1
id_008081,5
id_008082,8
id_008083,9
id_008084,8
id_008085,1
id_008086,5
id_008087,5
id_008088,10
id_008089,10
id_008090,11
id_008091,10
id_008092,10
id_008093,4
id_008094,6
id_008095,1
id_008096,3
id_008097,3
id_008098,10
id_008099,11
id_008100,10
id_008101,8
id_008102,5
id_008103,8
id_008104,8
id_008105,12
id_008106,10
id_008107,11
id_008108,10
id_008109,8
id_008110,5
id_008111,8
id_008112,8
id_008113,10
id_008114,10
id_008115,6
id_008116,10
id_008117,6
id_008118,6
id_008119,7
id_008120,5
id_008121,1
id_008122,1
id_008123,1
id_008124,10
id_008125,10
id_008126,3
id_008127,10
id_008128,3
id_008129,4
id_008130,11
id_008131,6
id_008132,8
id_008133,5
id_008134,5
id_008135,8
id_008136,8
id_008137,6
id_008138,11
id_008139,12
id_008140,12
id_008141,11
id_008142,10
id_008143,3
id_008144,8
id_008145,8
id_008146,10
id_008147,12
id_008148,8
id_008149,6
id_008150,12
id_008151,8
id_008152,10
id_008153,8
id_008154,10
id_008155,4
id_008156,5
id_008157,10
id_008158,10
id_008159,10
id_008160,5
id_008161,6
id_008162,12
id_008163,10
id_008164,10
id_008165,8
id_008166,8
id_008167,1
id_008168,1
id_008169,4
id_008170,7
id_008171,7
id_008172,6
id_008173,5
id_008174,2
id_008175,10
id_008176,12
id_008177,6
id_008178,3
id_008179,1
id_008180,1
id_008181,5
id_008182,6
id_008183,8
id_008184,1
id_008185,8
id_008186,10
id_008187,10
id_008188,2
id_008189,3
id_008190,11
id_008191,8
id_008192,11
id_008193,3
id_008194,10
id_008195,11
id_008196,7
id_008197,10
id_008198,6
id_008199,10
id_008200,10
id_008201,1
id_008202,12
id_008203,5
id_008204,5
id_008205,9
id_008206,11
id_008207,8
id_008208,11
id_008209,12
id_008210,3
id_008211,3
id_008212,1
id_008213,7
id_008214,12
id_008215,8
id_008216,6
id_008217,8
id_008218,7
id_008219,6
id_008220,11
id_008221,1
id_008222,1
id_008223,8
id_008224,6
id_008225,12
id_008226,3
id_008227,12
id_008228,1
id_008229,1
id_008230,9
id_008231,11
id_008232,10
id_008233,6
id_008234,12
id_008235,7
id_008236,4
id_008237,6
id_008238,12
id_008239,2
id_008240,7
id_008241,1
id_008242,8
id_008243,8
id_008244,10
id_008245,6
id_008246,10
id_008247,10
id_008248,4
id_008249,5
id_008250,6
id_008251,11
id_008252,1
id_008253,10
id_008254,4
id_008255,10
id_008256,6
id_008257,5
id_008258,6
id_008259,3
id_008260,8
id_008261,11
id_008262,9
id_008263,8
id_008264,5
id_008265,1
id_008266,10
id_008267,2
id_008268,5
id_008269,12
id_008270,9
id_008271,8
id_008272,10
id_008273,4
id_008274,4
id_008275,5
id_008276,11
id_008277,5
id_008278,3
id_008279,6
id_008280,12
id_008281,10
id_008282,11
id_008283,2
id_008284,8
id_008285,8
id_008286,10
id_008287,12
id_008288,5
id_008289,10
id_008290,2
id_008291,4
id_008292,8
id_008293,5
id_008294,3
id_008295,10
id_008296,1
id_008297,8
id_008298,3
id_008299,3
id_008300,1
id_008301,4
id_008302,10
id_008303,3
id_008304,6
id_008305,5
id_008306,6
id_008307,6
id_008308,8
id_008309,1
id_008310,9
id_008311,12
id_008312,8
id_008313,12
id_008314,8
id_008315,4
id_008316,1
id_008317,1
id_008318,1
id_008319,10
id_008320,8
id_008321,10
id_008322,1
id_008323,3
id_008324,1
id_008325,10
id_008326,8
id_008327,3
id_008328,8
id_008329,10
id_008330,11
id_008331,6
id_008332,8
id_008333,1
id_008334,8
id_008335,8
id_008336,2
id_008337,2
id_008338,1
id_008339,6
id_008340,5
id_008341,10
id_008342,5
id_008343,3
id_008344,1
id_008345,5
id_008346,9
id_008347,6
id_008348,10
id_008349,9
id_008350,9
id_008351,8
id_008352,1
id_008353,9
id_008354,1
id_008355,10
id_008356,12
id_008357,8
id_008358,6
id_008359,8
id_008360,10
id_008361,10
id_008362,9
id_008363,8
id_008364,1
id_008365,10
id_008366,3
id_008367,10
id_008368,8
id_008369,10
id_008370,3
id_008371,3
id_008372,10
id_008373,3
id_008374,1
id_008375,8
id_008376,9
id_008377,1
id_008378,4
id_008379,10
id_008380,8
id_008381,3
id_008382,1
id_008383,11
id_008384,1
id_008385,3
id_008386,3
id_008387,1
id_008388,8
id_008389,1
id_008390,8
id_008391,1
id_008392,3
id_008393,1
id_008394,4
id_008395,8
id_008396,8
id_008397,8
id_008398,1
id_008399,6
id_008400,12
id_008401,8
id_008402,8
id_008403,1
id_008404,3
id_008405,6
id_008406,4
id_008407,2
id_008408,10
id_008409,8
id_008410,1
id_008411,10
id_008412,10
id_008413,11
id_008414,6
id_008415,6
id_008416,11
id_008417,6
id_008418,8
id_008419,5
id_008420,12
id_008421,6
id_008422,8
id_008423,6
id_008424,3
id_008425,12
id_008426,3
id_008427,6
id_008428,5
id_008429,12
id_008430,8
id_008431,5
id_008432,12
id_008433,3
id_008434,6
id_008435,8
id_008436,1
id_008437,8
id_008438,11
id_008439,10
id_008440,11
id_008441,8
id_008442,4
id_008443,1
id_008444,8
id_008445,9
id_008446,10
id_008447,11
id_008448,10
id_008449,3
id_008450,9
id_008451,2
id_008452,3
id_008453,3
id_008454,1
id_008455,3
id_008456,10
id_008457,11
id_008458,12
id_008459,10
id_008460,7
id_008461,10
id_008462,10
id_008463,10
id_008464,7
id_008465,7
id_008466,11
id_008467,5
id_008468,3
id_008469,6
id_008470,10
id_008471,10
id_008472,10
id_008473,8
id_008474,8
id_008475,10
id_008476,10
id_008477,1
id_008478,8
id_008479,1
id_008480,8
id_008481,10
id_008482,10
id_008483,10
id_008484,3
id_008485,3
id_008486,3
id_008487,6
id_008488,7
id_008489,5
id_008490,10
id_008491,10
id_008492,5
id_008493,3
id_008494,9
id_008495,10
id_008496,10
id_008497,3
id_008498,6
id_008499,5
id_008500,8
id_008501,5
id_008502,6
id_008503,6
id_008504,8
id_008505,3
id_008506,7
id_008507,1
id_008508,9
id_008509,10
id_008510,1
id_008511,6
id_008512,6
id_008513,2
id_008514,5
id_008515,10
id_008516,8
id_008517,9
id_008518,10
id_008519,3
id_008520,10
id_008521,1
id_008522,1
id_008523,3
id_008524,5
id_008525,8
id_008526,3
id_008527,3
id_008528,1
id_008529,10
id_008530,8
id_008531,6
id_008532,6
id_008533,5
id_008534,3
id_008535,10
id_008536,10
id_008537,10
id_008538,6
id_008539,6
id_008540,10
id_008541,1
id_008542,4
id_008543,5
id_008544,5
id_008545,1
id_008546,10
id_008547,1
id_008548,9
id_008549,12
id_008550,3
id_008551,8
id_008552,8
id_008553,6
id_008554,8
id_008555,10
id_008556,11
id_008557,8
id_008558,4
id_008559,12
id_008560,1
id_008561,5
id_008562,3
id_008563,8
id_008564,6
id_008565,12
id_008566,10
id_008567,10
id_008568,10
id_008569,5
id_008570,1
id_008571,3
id_008572,10
id_008573,10
id_008574,8
id_008575,5
id_008576,5
id_008577,12
id_008578,8
id_008579,1
id_008580,8
id_008581,3
id_008582,3
id_008583,6
id_008584,8
id_008585,1
id_008586,4
id_008587,6
id_008588,7
id_008589,11
id_008590,11
id_008591,3
id_008592,10
id_008593,8
id_008594,8
id_008595,1
id_008596,3
id_008597,12
id_008598,3
id_008599,9
id_008600,12
id_008601,5
id_008602,3
id_008603,10
id_008604,4
id_008605,1
id_008606,1
id_008607,8
id_008608,3
id_008609,12
id_008610,10
id_008611,12
id_008612,6
id_008613,5
id_008614,3
id_008615,3
id_008616,1
id_008617,8
id_008618,1
id_008619,11
id_008620,11
id_008621,10
id_008622,10
id_008623,9
id_008624,12
id_008625,10
id_008626,1
id_008627,5
id_008628,6
id_008629,3
id_008630,11
id_008631,10
id_008632,12
id_008633,2
id_008634,10
id_008635,5
id_008636,10
id_008637,10
id_008638,10
id_008639,1
id_008640,1
id_008641,10
id_008642,8
id_008643,10
id_008644,6
id_008645,5
id_008646,6
id_008647,10
id_008648,6
id_008649,12
id_008650,10
id_008651,3
id_008652,10
id_008653,1
id_008654,1
id_008655,3
id_008656,10
id_008657,2
id_008658,7
id_008659,3
id_008660,8
id_008661,6
id_008662,9
id_008663,1
id_008664,10
id_008665,12
id_008666,11
id_008667,8
id_008668,10
id_008669,12
id_008670,5
id_008671,2
id_008672,10
id_008673,8
id_008674,5
id_008675,3
id_008676,10
id_008677,6
id_008678,9
id_008679,10
id_008680,10
id_008681,6
id_008682,8
id_008683,1
id_008684,3
id_008685,8
id_008686,9
id_008687,3
id_008688,2
id_008689,3
id_008690,9
id_008691,1
id_008692,10
id_008693,5
id_008694,6
id_008695,1
id_008696,6
id_008697,5
id_008698,10
id_008699,1
id_008700,7
id_008701,3
id_008702,5
id_008703,1
id_008704,5
id_008705,3
id_008706,3
id_008707,10
id_008708,10
id_008709,11
id_008710,10
id_008711,4
id_008712,3
id_008713,1
id_008714,10
id_008715,10
id_008716,10
id_008717,10
id_008718,8
id_008719,10
id_008720,10
id_008721,1
id_008722,10
id_008723,10
id_008724,10
id_008725,6
id_008726,11
id_008727,4
id_008728,10
id_008729,1
id_008730,8
id_008731,9
id_008732,1
id_008733,12
id_008734,8
id_008735,5
id_008736,9
id_008737,8
id_008738,10
id_008739,8
id_008740,10
id_008741,10
id_008742,5
id_008743,1
id_008744,1
id_008745,6
id_008746,10
id_008747,1
id_008748,10
id_008749,6
id_008750,10
id_008751,6
id_008752,8
id_008753,3
id_008754,5
id_008755,1
id_008756,12
id_008757,6
id_008758,3
id_008759,12
id_008760,12
id_008761,10
id_008762,6
id_008763,5
id_008764,8
id_008765,5
id_008766,4
id_008767,4
id_008768,8
id_008769,3
id_008770,8
id_008771,5
id_008772,2
id_008773,12
id_008774,11
id_008775,8
id_008776,1
id_008777,8
id_008778,1
id_008779,4
id_008780,11
id_008781,8
id_008782,3
id_008783,8
id_008784,5
id_008785,10
id_008786,5
id_008787,6
id_008788,6
id_008789,2
id_008790,9
id_008791,11
id_008792,1
id_008793,3
id_008794,1
id_008795,10
id_008796,10
id_008797,5
id_008798,6
id_008799,9
id_008800,1
id_008801,3
id_008802,12
id_008803,2
id_008804,5
id_008805,3
id_008806,6
id_008807,11
id_008808,1
id_008809,10
id_008810,5
id_008811,11
id_008812,3
id_008813,6
id_008814,10
id_008815,10
id_008816,9
id_008817,10
id_008818,5
id_008819,5
id_008820,10
id_008821,10
id_008822,1
id_008823,11
id_008824,9
id_008825,5
id_008826,11
id_008827,11
id_008828,1
id_008829,9
id_008830,6
id_008831,11
id_008832,6
id_008833,12
id_008834,7
id_008835,3
id_008836,6
id_008837,3
id_008838,10
id_008839,12
id_008840,8
id_008841,3
id_008842,10
id_008843,8
id_008844,8
id_008845,1
id_008846,3
id_008847,4
id_008848,10
id_008849,9
id_008850,8
id_008851,10
id_008852,10
id_008853,9
id_008854,6
id_008855,6
id_008856,1
id_008857,6
id_008858,7
id_008859,12
id_008860,8
id_008861,8
id_008862,6
id_008863,10
id_008864,8
id_008865,7
id_008866,10
id_008867,10
id_008868,1
id_008869,10
id_008870,5
id_008871,3
id_008872,8
id_008873,6
id_008874,1
id_008875,10
id_008876,8
id_008877,3
id_008878,10
id_008879,3
id_008880,8
id_008881,12
id_008882,5
id_008883,6
id_008884,10
id_008885,11
id_008886,10
id_008887,8
id_008888,4
id_008889,8
id_008890,10
id_008891,11
id_008892,12
id_008893,8
id_008894,3
id_008895,10
id_008896,7
id_008897,5
id_008898,12
id_008899,6
id_008900,10
id_008901,10
id_008902,5
id_008903,8
id_008904,11
